Feature,Weight,Instance_ID
대출 목적_자동차 구매 <= -0.10,0.18949641776203616,TEST_0078
개설된 신용계좌 수 <= -0.92,-0.10935382812775565,TEST_0078
최대 신용한도 <= -0.50,0.05853602304381413,TEST_0078
신용 점수 <= -0.23,0.04606883316424322,TEST_0078
대출 목적_결혼 자금 <= -0.04,0.25353679248462124,TEST_0079
대출 목적_의료비 <= -0.13,0.18853463604961343,TEST_0079
대출 목적_자동차 구매 <= -0.10,0.18834040426163806,TEST_0079
최대 신용한도 > -0.08,-0.15573149405860648,TEST_0079
대출 목적_주택 개보수 <= -0.32,0.09880375315810702,TEST_0079
대출 목적_의료비 <= -0.13,0.21508428704680554,TEST_0080
대출 목적_자동차 구매 <= -0.10,0.1957380384334487,TEST_0080
개설된 신용계좌 수 <= -0.92,-0.10839293875586282,TEST_0080
대출 목적_주택 개보수 <= -0.32,0.0926763483175678,TEST_0080
신용 거래 연수 > 0.40,-0.05398171507851085,TEST_0080
대출 목적_의료비 <= -0.13,0.2025572420101952,TEST_0081
대출 목적_자동차 구매 <= -0.10,0.17314345443596882,TEST_0081
